feature,d,d_ptb,d_nin,p_raw,ci_excl0,cross_ok,p_FDR,gate
ext_AVL_acc28,0.002550074951774366,-0.0030914291198729372,0.0033864023095076918,0.13899113252456868,False,False,0.21387059394697655,False
med_V6_amp35,-0.0025266059014646086,-0.006756018269173155,-0.010295912800914414,0.026893786567322928,False,False,0.05244245416484281,False
ext_AVF_vel49,0.0025231760045313885,0.018911809612328766,0.0025628670079816214,0.3183153464037134,False,False,0.4253434227055574,False
med_AVR_vel39,-0.002515044401540812,-0.05503272271591949,0.020385939050262356,0.5686722331657303,False,False,0.6696948788575979,False
ext_I_vel18,-0.002510365392888932,0.025836535842308973,-0.025922000107780275,5.185314352897729e-05,False,False,0.0001926929720818769,False
ext_AVL_acc25,0.0025053083278657154,0.004706635795294925,0.0027755458167533233,0.7839261956139266,False,False,0.848001965579744,False
ext_V1_amp30,-0.0024888543694710085,-0.01216546006335121,0.009271785884940082,0.1548782856409319,False,False,0.23448861938159782,False
ext_V4_amp49,-0.0024867872761991697,0.003946178768907861,-0.02448286119950624,0.023686242714693603,False,False,0.04713607763261867,False
ext_III_acc12,0.002470275961654437,0.004321528288345537,0.0029161358027963344,0.17514136975903227,False,False,0.2605259285023883,False
ext_AVF_vel23,-0.0024655400279118373,-0.018460732211136185,0.004944631102817368,0.44163013252418937,False,False,0.5500746292660734,False
med_V2_acc0,-0.0024564492131774036,0.027741326000828428,-0.017597963593675107,0.03326163316011909,False,False,0.06258740700619142,False
ext_AVR_vel48,-0.002454765720355755,-0.007533482808433252,0.005379840847781578,0.6425060913479117,False,False,0.7309088386103959,False
ext_AVL_acc2,-0.0024503819164735548,-0.0018945989158492458,-0.0029977920713067,0.8050514324200568,False,False,0.8639665805482215,False
med_AVL_acc17,0.0024475000297674923,0.027112614460678263,-0.01989736565615812,0.8619129531808992,False,False,0.9072399490943719,False
med_AVR_vel43,-0.002443042761695363,-0.06721435492833767,0.030156825646556817,0.12558691224715524,False,False,0.19586117722300023,False
ext_III_acc19,0.0024321892695404216,-0.009892890711446117,0.004200504595882029,0.4037291414531219,False,False,0.5117192834457173,False
ext_AVR_acc2,-0.0024311150904610082,-0.004870083069580521,-0.0024063554918417503,0.28419610343066515,False,False,0.38678724079405835,False
ext_V5_amp5,0.0024295037084756206,0.009923572012981033,-0.026821274882867233,0.6955269941009747,False,False,0.7739025407639951,False
ext_V2_acc0,-0.0024239302553609324,-0.01575379038183195,0.0007886894599941187,0.5069860419863407,False,False,0.6124269903108478,False
ext_AVR_amp39,-0.002421319583309415,0.0016219806054017637,-0.005935709910732753,0.39927699352588397,False,False,0.5075654571942576,False
ext_V2_acc6,-0.0024031004643581383,0.02802733048401623,-0.004328727042812157,1.3870173954702752e-05,False,False,5.5868672712648845e-05,False
ext_I_acc3,-0.0023871287775649144,0.016634869047839583,-0.003119249755941331,0.5950015743015751,False,False,0.6925209162953223,False
med_V6_vel35,-0.002386983301199363,0.12524266327489922,-0.11350761475443256,0.3724606316573178,False,False,0.4803732754342724,False
ext_III_T_area,-0.0023820118339266546,-0.04112769316210587,0.000914215035043697,0.4973436969036983,False,False,0.604225386629663,False
ext_AVL_amp38,0.0023750042313681117,-0.025409965546622327,0.004396568188222729,0.00820120303319357,False,False,0.01861428919618015,False
ext_V4_amp48,0.0023716480919591695,0.005557686554320503,-0.0007009643783167206,0.05810603050930881,False,False,0.10118308804564627,False
ext_III_amp28,0.0023711491391776086,0.010200925050731256,0.0018456425819109968,1.7002612846015408e-08,False,False,1.0814913496164894e-07,False
ext_V5_acc19,-0.002364008688610559,0.00817779033648561,-0.018682900664055455,0.610753896255936,False,False,0.7040578603937675,False
ext_V3_vel5,-0.0023620740480751767,-0.007960481641727694,-0.001488979888002196,0.027981618821445554,False,False,0.054044974653641484,False
ext_III_amp14,0.00234648615769834,0.04708807989246079,-0.00017394276677814083,0.6622164734626379,False,False,0.7469101463943179,False
